Probe Set ID,Gene Title,Gene Symbol
1416080_PM_at,a disintegrin and metallopeptidase domain 15 (metargidin),Adam15
1416081_PM_at,SMAD family member 1,Smad1
1416082_PM_at,"RAB1, member RAS oncogene family",Rab1
1416083_PM_at,"zinc finger, AN1-type domain 5",Zfand5
1416084_PM_at,"zinc finger, AN1-type domain 5",Zfand5
1416085_PM_s_at,"zinc finger, AN1-type domain 5",Zfand5
1416086_PM_at,protein-tyrosine sulfotransferase 2,Tpst2
1416087_PM_at,"adaptor protein complex AP-1, sigma 1",Ap1s1
1416088_PM_a_at,ribosomal protein S15,Rps15
1416089_PM_at,ribosomal protein S15,Rps15
1416090_PM_at,pyruvate dehydrogenase (lipoamide) beta,Pdhb
1416091_PM_at,microtubule-associated protein 4,Map4
1416092_PM_a_at,microtubule-associated protein 4,Map4
1416093_PM_a_at,mitochondrial ribosomal protein L20,Mrpl20
1416094_PM_at,a disintegrin and metallopeptidase domain 9 (meltrin gamma),Adam9
1416095_PM_x_at,SAP domain containing ribonucleoprotein,Sarnp
1416096_PM_at,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog",Vipas39
1416097_PM_at,leucine rich repeat containing 4,Lrrc4
1416098_PM_at,synaptogyrin 3,Syngr3
1416099_PM_at,ribosomal protein L27,Rpl27
1416100_PM_at,"eukaryotic translation initiation factor 3, subunit D",Eif3d
1416101_PM_a_at,"histone cluster 1, H1c",Hist1h1c
1416102_PM_at,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",Ywhaz
1416103_PM_at,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",Ywhaz
1416104_PM_at,mannose-P-dolichol utilization defect 1,Mpdu1
1416105_PM_at,nicotinamide nucleotide transhydrogenase,Nnt
1416106_PM_at,"KTI12 homolog, chromatin associated (S. cerevisiae)",Kti12
1416107_PM_at,neuron specific gene family member 2,Nsg2
1416108_PM_a_at,transmembrane emp24 domain containing 3,Tmed3
1416109_PM_at,"fucosidase, alpha-L- 1, tissue",Fuca1
1416110_PM_at,"solute carrier family 35, member A4",Slc35a4
1416111_PM_at,CD83 antigen,Cd83
1416112_PM_at,cytochrome c oxidase subunit VIIIa,Cox8a
1416113_PM_at,FK506 binding protein 8,Fkbp8
1416114_PM_at,SPARC-like 1,Sparcl1
1416115_PM_at,"origin recognition complex, subunit 3",Orc3
1416116_PM_at,"origin recognition complex, subunit 3",Orc3
1416117_PM_at,"origin recognition complex, subunit 3",Orc3
1416118_PM_at,tripartite motif-containing 59,Trim59
1416119_PM_at,thioredoxin 1,Txn1
1416120_PM_at,ribonucleotide reductase M2,Rrm2
1416121_PM_at,lysyl oxidase,Lox
1416122_PM_at,cyclin D2,Ccnd2
1416123_PM_at,cyclin D2,Ccnd2
1416124_PM_at,cyclin D2,Ccnd2
1416125_PM_at,FK506 binding protein 5,Fkbp5
1416126_PM_at,polymerase (RNA) I polypeptide B,Polr1b
1416127_PM_a_at,aspartyl aminopeptidase,Dnpep
1416128_PM_at,"tubulin, alpha 1C pseudogene /// tubulin, alpha 1C",Gm6682 /// Tuba1c
1416129_PM_at,ERBB receptor feedback inhibitor 1,Errfi1
1416130_PM_at,prion protein,Prnp
1416131_PM_s_at,EFR3 homolog A (S. cerevisiae),Efr3a
1416132_PM_at,EFR3 homolog A (S. cerevisiae),Efr3a
1416133_PM_at,EFR3 homolog A (S. cerevisiae),Efr3a
1416134_PM_at,amyloid beta (A4) precursor-like protein 1,Aplp1
1416135_PM_at,apurinic/apyrimidinic endonuclease 1,Apex1
1416136_PM_at,matrix metallopeptidase 2,Mmp2
1416137_PM_at,annexin A7,Anxa7
1416138_PM_at,annexin A7,Anxa7
1416139_PM_at,regenerating islet-derived 2,Reg2
1416140_PM_a_at,DEAH (Asp-Glu-Ala-His) box polypeptide 30,Dhx30
1416141_PM_a_at,"ribosomal protein S6 /// ribosomal protein S6, pseudogene 4",Rps6 /// Rps6-ps4
1416142_PM_at,ribosomal protein S6,Rps6
1416143_PM_at,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F",Atp5j
1416144_PM_a_at,DEAH (Asp-Glu-Ala-His) box polypeptide 15,Dhx15
1416145_PM_at,DEAH (Asp-Glu-Ala-His) box polypeptide 15,Dhx15
1416146_PM_at,heat shock protein 4,Hspa4
1416147_PM_at,heat shock protein 4,Hspa4
1416148_PM_at,lysosomal-associated protein transmembrane 4B,Laptm4b
1416149_PM_at,oligodendrocyte transcription factor 1,Olig1
1416150_PM_a_at,serine/arginine-rich splicing factor 3,Srsf3
1416151_PM_at,serine/arginine-rich splicing factor 3,Srsf3
1416152_PM_a_at,serine/arginine-rich splicing factor 3,Srsf3
1416153_PM_at,signal recognition particle 54A /// signal recognition particle 54B /// signal recognition particle 54C,Srp54a /// Srp54b /// Srp54c
1416154_PM_at,signal recognition particle 54A /// signal recognition particle 54B,Srp54a /// Srp54b
1416155_PM_at,high mobility group box 3,Hmgb3
1416156_PM_at,vinculin,Vcl
1416157_PM_at,vinculin,Vcl
1416158_PM_at,"nuclear receptor subfamily 2, group F, member 2",Nr2f2
1416159_PM_at,"nuclear receptor subfamily 2, group F, member 2",Nr2f2
1416160_PM_at,"nuclear receptor subfamily 2, group F, member 2",Nr2f2
1416161_PM_at,RAD21 homolog (S. pombe),Rad21
1416162_PM_at,RAD21 homolog (S. pombe),Rad21
1416163_PM_at,"COP9 (constitutive photomorphogenic) homolog, subunit 4 (Arabidopsis thaliana)",Cops4
1416164_PM_at,fibulin 5,Fbln5
1416165_PM_at,"RAB31, member RAS oncogene family",Rab31
1416166_PM_a_at,peroxiredoxin 4,Prdx4
1416167_PM_at,peroxiredoxin 4,Prdx4
1416168_PM_at,"serine (or cysteine) peptidase inhibitor, clade F, member 1",Serpinf1
1416169_PM_at,trophoblast specific protein beta,Tpbpb
1416170_PM_at,TNF receptor-associated protein 1,Trap1
1416171_PM_at,KAT8 regulatory NSL complex subunit 2,Kansl2
1416172_PM_at,"pescadillo homolog 1, containing BRCT domain (zebrafish)",Pes1
1416173_PM_at,"pescadillo homolog 1, containing BRCT domain (zebrafish)",Pes1
1416174_PM_at,retinoblastoma binding protein 9,Rbbp9
1416175_PM_a_at,voltage-dependent anion channel 3,Vdac3
1416176_PM_at,"predicted gene, 21596 /// predicted gene 6115 /// high mobility group box 1",Gm21596 /// Gm6115 /// Hmgb1
1416177_PM_at,"RNA binding motif protein, X linked-like-1",Rbmxl1
1416178_PM_a_at,"pleckstrin homology domain containing, family B (evectins) member 1",Plekhb1
1416179_PM_a_at,radixin,Rdx
1416180_PM_a_at,radixin,Rdx
1416181_PM_at,mesoderm development candidate 2,Mesdc2
1416182_PM_at,"amyloid beta (A4) precursor protein-binding, family A, member 3",Apba3
1416183_PM_a_at,lactate dehydrogenase B,Ldhb
1416184_PM_s_at,"high mobility group AT-hook 1 /// high mobility group AT-hook I, related sequence 1",Hmga1 /// Hmga1-rs1
1416185_PM_a_at,"alcohol dehydrogenase 5 (class III), chi polypeptide",Adh5
1416186_PM_at,proline-rich nuclear receptor coactivator 2,Pnrc2
1416187_PM_s_at,proline-rich nuclear receptor coactivator 2,Pnrc2
1416188_PM_at,GM2 ganglioside activator protein,Gm2a
1416189_PM_a_at,Sec61 alpha 1 subunit (S. cerevisiae),Sec61a1
1416190_PM_a_at,Sec61 alpha 1 subunit (S. cerevisiae),Sec61a1
1416191_PM_at,Sec61 alpha 1 subunit (S. cerevisiae),Sec61a1
1416192_PM_at,N-ethylmaleimide sensitive fusion protein attachment protein alpha,Napa
1416193_PM_at,carbonic anhydrase 1,Car1
1416194_PM_at,"cytochrome P450, family 4, subfamily b, polypeptide 1",Cyp4b1
1416195_PM_at,inositol polyphosphate 5-phosphatase K,Inpp5k
1416196_PM_at,ribosomal protein SA,Rpsa
1416197_PM_at,U1 small nuclear ribonucleoprotein C,Snrpc
1416198_PM_at,"negative elongation factor complex member C/D, Th1l",Nelfcd
1416199_PM_at,kinesin family member C3,Kifc3
1416200_PM_at,interleukin 33,Il33
1416201_PM_at,v-crk sarcoma virus CT10 oncogene homolog (avian),Crk
1416202_PM_at,prohibitin 2,Phb2
1416203_PM_at,aquaporin 1,Aqp1
1416204_PM_at,glycerol-3-phosphate dehydrogenase 1 (soluble),Gpd1
1416205_PM_at,"galactosidase, beta 1",Glb1
1416206_PM_at,signal-induced proliferation associated gene 1,Sipa1
1416207_PM_at,tafazzin,Taz
1416208_PM_at,ubiquitin specific peptidase 14,Usp14
1416209_PM_at,glutamate dehydrogenase 1,Glud1
1416210_PM_at,"IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)",Imp3
1416211_PM_a_at,pleiotrophin,Ptn
1416212_PM_at,"mago-nashi homolog, proliferation-associated (Drosophila)",Magoh
1416213_PM_x_at,surfeit gene 4,Surf4
1416214_PM_at,minichromosome maintenance deficient 4 homolog (S. cerevisiae),Mcm4
1416215_PM_at,golgi SNAP receptor complex member 1,Gosr1
1416216_PM_at,RalBP1 associated Eps domain containing protein,Reps1
1416217_PM_a_at,ribosomal protein L37a,Rpl37a
1416218_PM_x_at,ribosomal protein L37a,Rpl37a
1416219_PM_at,ribosomal protein L19,Rpl19
1416220_PM_at,signal peptidase complex subunit 1 homolog (S. cerevisiae),Spcs1
1416221_PM_at,follistatin-like 1,Fstl1
1416222_PM_at,NAD(P) dependent steroid dehydrogenase-like,Nsdhl
1416223_PM_at,SH3 binding domain protein 5 like,Sh3bp5l
1416224_PM_at,zinc finger and BTB domain containing 17,Zbtb17
1416225_PM_at,alcohol dehydrogenase 1 (class I),Adh1
1416226_PM_at,"actin related protein 2/3 complex, subunit 1B /// predicted pseudogene 5637",Arpc1b /// Gm5637
1416227_PM_at,"actin related protein 2/3 complex, subunit 1B /// predicted pseudogene 5637",Arpc1b /// Gm5637
1416228_PM_at,protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1,Pin1
1416229_PM_at,riboflavin kinase,Rfk
1416230_PM_at,riboflavin kinase,Rfk
1416231_PM_at,Vac14 homolog (S. cerevisiae),Vac14
1416232_PM_at,oligodendrocyte transcription factor 2,Olig2
1416233_PM_at,"eukaryotic translation initiation factor 3, subunit I",Eif3i
1416234_PM_at,leucine rich repeat containing 59,Lrrc59
1416235_PM_at,leucine rich repeat containing 59,Lrrc59
1416236_PM_a_at,myelin protein zero-like 2,Mpzl2
1416237_PM_at,myelin protein zero-like 2,Mpzl2
1416238_PM_at,tyrosine kinase with immunoglobulin-like and EGF-like domains 1,Tie1
1416239_PM_at,argininosuccinate synthetase 1 /// argininosuccinate synthase pseudogene,Ass1 /// Gm5424
1416240_PM_at,"proteasome (prosome, macropain) subunit, beta type 7",Psmb7
1416241_PM_at,SEC13 homolog (S. cerevisiae),Sec13
1416242_PM_at,kelch-like 13,Klhl13
1416243_PM_a_at,ribosomal protein L35,Rpl35
1416244_PM_a_at,cellular nucleic acid binding protein,Cnbp
1416245_PM_at,aurora kinase A interacting protein 1,Aurkaip1
1416246_PM_a_at,"coronin, actin binding protein 1A",Coro1a
1416247_PM_at,dynactin 3,Dctn3
1416248_PM_at,NAD kinase,Nadk
1416249_PM_at,NAD kinase,Nadk
1416250_PM_at,"B cell translocation gene 2, anti-proliferative",Btg2
1416251_PM_at,"minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)",Mcm6
1416252_PM_at,serine/threonine kinase 38,Stk38
1416253_PM_at,"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)",Cdkn2d
1416254_PM_a_at,vacuolar protein sorting 16 (yeast),Vps16
1416255_PM_at,"gap junction protein, alpha 4",Gja4
1416256_PM_a_at,"tubulin, beta 5 class I",Tubb5
1416257_PM_at,calpain 2,Capn2
1416258_PM_at,thymidine kinase 1,Tk1
1416259_PM_at,peroxisomal biogenesis factor 12,Pex12
1416260_PM_a_at,sorting nexin 1,Snx1
1416261_PM_at,transmembrane protein 19,Tmem19
1416262_PM_at,transmembrane protein 19,Tmem19
1416263_PM_at,"ATP-binding cassette, sub-family B (MDR/TAP), member 9",Abcb9
1416264_PM_at,"ATP-binding cassette, sub-family B (MDR/TAP), member 9",Abcb9
1416265_PM_at,calpain 10,Capn10
1416266_PM_at,prodynorphin,Pdyn
1416267_PM_at,short coiled-coil protein,Scoc
1416268_PM_at,"E26 avian leukemia oncogene 2, 3' domain",Ets2
1416269_PM_at,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2",Atp5j2
1416270_PM_at,polymerase (RNA) II (DNA directed) polypeptide G,Polr2g
1416271_PM_at,"PERP, TP53 apoptosis effector",Perp
1416272_PM_at,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",Lamtor3
1416273_PM_at,"tumor necrosis factor, alpha-induced protein 2",Tnfaip2
1416274_PM_at,"cystinosis, nephropathic",Ctns
1416275_PM_at,"solute carrier family 26, member 6",Slc26a6
1416276_PM_a_at,"ribosomal protein S4, X-linked",Rps4x
1416277_PM_a_at,"predicted gene 13777 /// ribosomal protein, large, P1",Gm13777 /// Rplp1
1416278_PM_a_at,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",Atp5o
1416279_PM_at,"adaptor protein complex AP-1, beta 1 subunit",Ap1b1
1416280_PM_at,ubiquitin-like modifier activating enzyme 2,Uba2
1416281_PM_at,WD repeat domain 45B,Wdr45b
1416282_PM_at,"proteasome (prosome, macropain) 26S subunit, ATPase 3",Psmc3
1416283_PM_at,phosphoribosylglycinamide formyltransferase,Gart
1416284_PM_at,mitochondrial ribosomal protein L28,Mrpl28
1416285_PM_at,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1",Ndufc1
1416286_PM_at,regulator of G-protein signaling 4,Rgs4
1416287_PM_at,regulator of G-protein signaling 4,Rgs4
1416288_PM_at,"DnaJ (Hsp40) homolog, subfamily A, member 1",Dnaja1
1416289_PM_at,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",Plod1
1416290_PM_a_at,"proteasome (prosome, macropain) 26S subunit, ATPase, 4",Psmc4
1416291_PM_at,"proteasome (prosome, macropain) 26S subunit, ATPase, 4",Psmc4
1416292_PM_at,peroxiredoxin 3,Prdx3
1416293_PM_at,nuclear factor I/B,Nfib
1416294_PM_at,secretory carrier membrane protein 3,Scamp3
1416295_PM_a_at,"interleukin 2 receptor, gamma chain",Il2rg
1416296_PM_at,"interleukin 2 receptor, gamma chain",Il2rg
1416297_PM_s_at,regenerating islet-derived 3 beta,Reg3b
1416298_PM_at,matrix metallopeptidase 9,Mmp9
1416299_PM_at,Shc SH2-domain binding protein 1,Shcbp1
1416300_PM_a_at,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",Slc25a3
1416301_PM_a_at,early B cell factor 1,Ebf1
1416302_PM_at,early B cell factor 1,Ebf1
1416303_PM_at,LPS-induced TN factor,Litaf
1416304_PM_at,LPS-induced TN factor,Litaf
1416305_PM_at,SH3-domain binding protein 4,Sh3bp4
1416306_PM_at,chloride channel calcium activated 3,Clca3
1416307_PM_at,"adaptor-related protein complex AP-1, mu subunit 1",Ap1m1
1416308_PM_at,UDP-glucose dehydrogenase,Ugdh
1416309_PM_at,nucleolar and spindle associated protein 1,Nusap1
1416310_PM_at,nucleolar and spindle associated protein 1,Nusap1
1416311_PM_s_at,"tubulin, alpha 3A /// tubulin, alpha 3B",Tuba3a /// Tuba3b
1416312_PM_at,arginyl-tRNA synthetase,Rars
1416313_PM_at,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11",Mllt11
1416314_PM_at,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11",Mllt11
1416315_PM_at,abhydrolase domain containing 4,Abhd4
1416316_PM_at,"solute carrier family 27 (fatty acid transporter), member 2",Slc27a2
1416317_PM_a_at,STAM binding protein,Stambp
1416318_PM_at,"serine (or cysteine) peptidase inhibitor, clade B, member 1a",Serpinb1a
1416319_PM_at,adenosine kinase,Adk
1416320_PM_at,SEC22 vesicle trafficking protein homolog A (S. cerevisiae),Sec22a
1416321_PM_s_at,proline arginine-rich end leucine-rich repeat,Prelp
1416322_PM_at,proline arginine-rich end leucine-rich repeat,Prelp
1416323_PM_at,potassium channel tetramerisation domain containing 20,Kctd20
1416324_PM_s_at,potassium channel tetramerisation domain containing 20,Kctd20
1416325_PM_at,cysteine-rich secretory protein 1,Crisp1
1416326_PM_at,cysteine-rich protein 1 (intestinal),Crip1
1416327_PM_at,ubiquitin-fold modifier conjugating enzyme 1,Ufc1
1416328_PM_a_at,"ATPase, H+ transporting, lysosomal V0 subunit E",Atp6v0e
1416329_PM_at,cytoplasmic FMR1 interacting protein 1,Cyfip1
1416330_PM_at,CD81 antigen,Cd81
1416331_PM_a_at,"nuclear factor, erythroid derived 2,-like 1",Nfe2l1
1416332_PM_at,cold inducible RNA binding protein,Cirbp
1416333_PM_at,docking protein 2,Dok2
1416334_PM_at,WW domain-containing oxidoreductase,Wwox
1416335_PM_at,macrophage migration inhibitory factor,Mif
1416336_PM_s_at,predicted gene 14277 /// small nuclear ribonucleoprotein D1,Gm14277 /// Snrpd1
1416337_PM_at,ubiquinol-cytochrome c reductase binding protein,Uqcrb
1416338_PM_at,SH3-domain GRB2-like 1,Sh3gl1
1416339_PM_a_at,protein kinase C substrate 80K-H,Prkcsh
1416340_PM_a_at,"mannosidase 2, alpha B1",Man2b1
1416341_PM_at,polymerase (RNA) II (DNA directed) polypeptide C,Polr2c
1416342_PM_at,tenascin C,Tnc
1416343_PM_a_at,lysosomal-associated membrane protein 2,Lamp2
1416344_PM_at,lysosomal-associated membrane protein 2,Lamp2
1416345_PM_at,translocase of inner mitochondrial membrane 8A1,Timm8a1
1416346_PM_at,translocase of inner mitochondrial membrane 8A1,Timm8a1
1416347_PM_at,multiple endocrine neoplasia 1,Men1
1416348_PM_at,multiple endocrine neoplasia 1,Men1
1416349_PM_at,mitochondrial ribosomal protein L34,Mrpl34
1416350_PM_at,Kruppel-like factor 16,Klf16
1416351_PM_at,mitogen-activated protein kinase kinase 1,Map2k1
1416352_PM_s_at,"trans-2,3-enoyl-CoA reductase",Tecr
1416353_PM_at,"nuclear receptor subfamily 1, group H, member 2",Nr1h2
1416354_PM_at,"RNA binding motif protein, X chromosome",Rbmx
1416355_PM_at,"RNA binding motif protein, X chromosome",Rbmx
1416356_PM_at,guanosine monophosphate reductase 2,Gmpr2
1416357_PM_a_at,melanoma cell adhesion molecule,Mcam
1416358_PM_at,major facilitator superfamily domain containing 10,Mfsd10
1416359_PM_at,sorting nexin 18,Snx18
1416360_PM_at,sorting nexin 18,Snx18
1416361_PM_a_at,dynein cytoplasmic 1 intermediate chain 1,Dync1i1
1416362_PM_a_at,FK506 binding protein 4,Fkbp4
1416363_PM_at,FK506 binding protein 4 /// uncharacterized LOC102642559,Fkbp4 /// LOC102642559
1416364_PM_at,"heat shock protein 90 alpha (cytosolic), class B member 1",Hsp90ab1
1416365_PM_at,"heat shock protein 90 alpha (cytosolic), class B member 1",Hsp90ab1
1416366_PM_at,"NADH dehydrogenase [ubiquinone] 1 subunit C2-like /// NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2",LOC102641347 /// Ndufc2
1416367_PM_at,RIKEN cDNA 1110001J03 gene,1110001J03Rik
1416368_PM_at,"glutathione S-transferase, alpha 4",Gsta4
1416369_PM_at,hippocampus abundant transcript-like 1,Hiatl1
1416370_PM_at,zinc finger and SCAN domain containing 21,Zscan21
1416371_PM_at,apolipoprotein D,Apod
1416372_PM_at,phosphatidylserine synthase 1,Ptdss1
1416373_PM_at,nitrogen fixation gene 1 (S. cerevisiae),Nfs1
1416374_PM_at,"adaptor-related protein complex 3, mu 1 subunit",Ap3m1
1416375_PM_at,"adaptor-related protein complex 3, mu 1 subunit",Ap3m1
1416376_PM_at,transmembrane protein 97,Tmem97
1416377_PM_at,programmed cell death 7,Pdcd7
1416378_PM_at,polynucleotide kinase 3'- phosphatase,Pnkp
1416379_PM_at,pannexin 1,Panx1
1416380_PM_at,Moloney leukemia virus 10,Mov10
1416381_PM_a_at,peroxiredoxin 5,Prdx5
1416382_PM_at,cathepsin C,Ctsc
1416383_PM_a_at,pyruvate carboxylase,Pcx
1416384_PM_a_at,"coatomer protein complex, subunit epsilon",Cope
1416385_PM_a_at,"mannose-6-phosphate receptor, cation dependent",M6pr
1416386_PM_a_at,"mannose-6-phosphate receptor, cation dependent",M6pr
1416387_PM_at,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma",Pip4k2c
1416388_PM_at,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma",Pip4k2c
1416389_PM_a_at,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2,Rcbtb2
1416390_PM_at,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2,Rcbtb2
1416391_PM_at,pentatricopeptide repeat domain 1,Ptcd1
1416392_PM_a_at,"ATPase, H+ transporting, lysosomal V0 subunit C",Atp6v0c
1416393_PM_at,EMG1 nucleolar protein homolog (S. cerevisiae),Emg1
1416394_PM_at,BCL2-associated athanogene 1,Bag1
1416395_PM_at,guanylate kinase 1,Guk1
1416396_PM_at,sorting nexin 4,Snx4
1416397_PM_at,mesoderm development candidate 1,Mesdc1
1416398_PM_at,mesoderm development candidate 1,Mesdc1
1416399_PM_a_at,heme oxygenase (decycling) 2,Hmox2
1416400_PM_at,pyrroline-5-carboxylate reductase-like,Pycrl
1416401_PM_at,CD82 antigen,Cd82
1416402_PM_at,"ATP-binding cassette, sub-family B (MDR/TAP), member 10",Abcb10
1416403_PM_at,"ATP-binding cassette, sub-family B (MDR/TAP), member 10",Abcb10
1416404_PM_s_at,"40S ribosomal protein S16-like /// ribosomal protein S16 /// ribosomal protein S16, pseudogene 2",LOC100862433 /// Rps16 /// Rps16-ps2
1416405_PM_at,biglycan,Bgn
1416406_PM_at,phosphoprotein enriched in astrocytes 15A,Pea15a
1416407_PM_at,phosphoprotein enriched in astrocytes 15A,Pea15a
1416408_PM_at,"acyl-Coenzyme A oxidase 1, palmitoyl",Acox1
1416409_PM_at,"acyl-Coenzyme A oxidase 1, palmitoyl",Acox1
1416410_PM_at,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",Pafah1b3
1416411_PM_at,"glutathione S-transferase, mu 2",Gstm2
1416412_PM_at,neutral sphingomyelinase (N-SMase) activation associated factor,Nsmaf
1416413_PM_at,cathepsin J,Ctsj
1416414_PM_at,elastin microfibril interfacer 1,Emilin1
1416415_PM_a_at,"predicted pseudogene 8203 /// H2A histone family, member Z",Gm8203 /// H2afz
1416416_PM_x_at,"glutathione S-transferase, mu 1",Gstm1
1416417_PM_a_at,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7",Ndufb7
1416418_PM_at,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1,Gabarapl1
1416419_PM_s_at,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1,Gabarapl1
