Gene-ID,Gene-Name,ACE1,ACE2,ACE3,ACE4,ACE5
ENSMUSG00000083830,Gm8839,4,0,3,8,0
ENSMUSG00000083831,Gm14248,0,0,0,0,0
ENSMUSG00000083832,Gm13771,8,0,6,8,4
ENSMUSG00000083833,Gm13841,34,31,18,124,32
ENSMUSG00000083834,Gm12577,0,0,6,0,0
ENSMUSG00000083835,Gm11898,0,0,0,0,0
ENSMUSG00000083836,Ldha-ps2,0,9,0,22,8
ENSMUSG00000083837,Gm14427,0,3,0,0,8
ENSMUSG00000083838,Gm11957,4,5,0,0,0
ENSMUSG00000083839,Gm14765,0,0,0,0,0
ENSMUSG00000083841,Gm1947,0,5,6,0,8
ENSMUSG00000083842,Gm12485,8,3,3,0,0
ENSMUSG00000083843,Gm7071,0,0,0,0,0
ENSMUSG00000083844,Ube2d-ps,97,115,99,124,157
ENSMUSG00000083845,Gm14571,0,0,0,0,0
ENSMUSG00000083846,Gm13797,0,0,0,8,0
ENSMUSG00000083847,Xlr3d-ps,0,0,0,0,0
ENSMUSG00000083848,Gm7309,0,0,0,0,0
ENSMUSG00000083849,Gm13477,34,23,39,51,54
ENSMUSG00000083851,Gm12365,0,0,0,8,0
ENSMUSG00000083852,Gm13007,8,17,3,0,4
ENSMUSG00000083853,Gm15696,34,23,3,15,18
ENSMUSG00000083854,Dnajc19-ps,4,0,0,0,0
ENSMUSG00000083855,Olfr1175-ps,0,0,0,0,0
ENSMUSG00000083856,Gm13886,15,11,0,22,11
ENSMUSG00000083857,Gm12584,0,0,0,0,0
ENSMUSG00000083858,Gm14979,0,0,0,0,0
ENSMUSG00000083859,Gm12003,0,5,0,0,4
ENSMUSG00000083860,Gm13313,4,7,0,0,0
ENSMUSG00000083861,Gm9599,0,0,0,0,0
ENSMUSG00000083863,Gm13341,49,27,60,109,11
ENSMUSG00000083864,Gm13719,0,0,0,0,0
ENSMUSG00000083866,Gm13472,0,0,3,0,0
ENSMUSG00000083867,Gm12893,0,0,0,0,0
ENSMUSG00000083868,Gm12477,0,0,0,0,0
ENSMUSG00000083869,Gm12442,0,0,0,0,0
ENSMUSG00000083870,Gm11761,0,5,0,0,0
ENSMUSG00000083871,Gm16479,0,0,0,0,0
ENSMUSG00000083872,Gm11928,0,0,0,0,0
ENSMUSG00000083873,Vmn1r-ps92,0,0,0,0,0
ENSMUSG00000083874,Gm7494,0,0,0,0,0
ENSMUSG00000083875,Gm13831,60,44,24,22,25
ENSMUSG00000083876,Gm11439,4,11,6,0,4
ENSMUSG00000083877,Gm14740,4,0,0,0,0
ENSMUSG00000083878,Gm12034,4,5,6,22,4
ENSMUSG00000083879,Gm14038,4,0,0,0,4
ENSMUSG00000083880,Hspe1-ps6,0,0,0,0,0
ENSMUSG00000083882,Gm11369,0,0,0,0,0
ENSMUSG00000083884,Gm15388,0,0,0,0,0
ENSMUSG00000083885,Gm13213,0,0,3,0,0
ENSMUSG00000083886,Olfr409-ps1,0,0,0,0,0
ENSMUSG00000083887,Gm11930,4,0,6,0,0
ENSMUSG00000083888,Gm12441,0,0,0,0,0
ENSMUSG00000083889,E530001F21Rik,0,0,0,0,0
ENSMUSG00000083890,Gm15703,0,5,0,15,4
ENSMUSG00000083892,Gm1848,4,5,12,30,18
ENSMUSG00000083893,Gm13347,4,3,0,0,0
ENSMUSG00000083894,Gm11489,4,0,3,0,4
ENSMUSG00000083895,Gm12074,0,0,0,8,0
ENSMUSG00000083896,Scgb2b23-ps,0,0,0,0,0
ENSMUSG00000083897,Gm14843,0,0,3,0,4
ENSMUSG00000083898,Gm7340,38,42,42,22,22
ENSMUSG00000083899,Gm12346,261,200,137,363,178
ENSMUSG00000083900,Gm13294,0,3,6,0,0
ENSMUSG00000083901,Gm12885,0,0,0,0,0
ENSMUSG00000083902,Gm15975,12,19,30,66,18
ENSMUSG00000083903,Gm5405,0,0,3,0,0
ENSMUSG00000083904,Gm12805,0,0,0,0,0
ENSMUSG00000083905,Gm15355,8,3,0,0,0
ENSMUSG00000083906,Gm15186,4,3,18,8,11
ENSMUSG00000083907,Plk-ps1,8,19,9,30,11
ENSMUSG00000083908,Gm6447,0,0,0,0,0
ENSMUSG00000083909,Gm15842,15,9,12,15,15
ENSMUSG00000083910,Gm13604,4,0,0,8,4
ENSMUSG00000083911,Gm4342,53,19,21,95,25
ENSMUSG00000083912,Gm5391,0,0,0,8,0
ENSMUSG00000083913,Gm14219,4,0,0,0,0
ENSMUSG00000083914,Rps18-ps1,4,15,3,22,25
ENSMUSG00000083915,Gm13932,0,0,0,0,4
ENSMUSG00000083916,Gm15476,0,0,0,0,0
ENSMUSG00000083917,Gm12093,0,3,3,0,8
ENSMUSG00000083918,Gm14352,0,0,0,0,0
ENSMUSG00000083919,Tpi-rs8,0,0,0,0,0
ENSMUSG00000083920,Gm14987,0,5,0,8,4
ENSMUSG00000083921,Gm15750,0,3,0,8,4
ENSMUSG00000083922,Gm3835,4,5,3,0,4
ENSMUSG00000083923,Gm649,0,0,0,0,0
ENSMUSG00000083924,Gm12304,4,9,0,0,0
ENSMUSG00000083925,Gm12012,0,0,0,0,0
ENSMUSG00000083926,Gm14783,0,0,0,0,0
ENSMUSG00000083927,Gm14749,0,0,0,0,0
ENSMUSG00000083928,Gm4991,0,0,0,0,0
ENSMUSG00000083929,Gm10600,0,0,0,0,0
ENSMUSG00000083930,Gm13042,0,0,0,8,0
ENSMUSG00000083931,Gm14518,0,0,0,0,0
ENSMUSG00000083932,Gm11438,0,0,0,0,0
ENSMUSG00000083933,Gm15515,0,0,0,0,0
ENSMUSG00000083934,Gm12368,0,0,0,0,0
ENSMUSG00000083935,Gm12294,4,3,12,0,4
ENSMUSG00000083936,Gm14829,4,0,3,0,0
ENSMUSG00000083937,Cct3-ps1,0,0,0,0,0
ENSMUSG00000083938,Gm12448,0,0,0,0,0
ENSMUSG00000083939,Gm14451,0,0,0,0,0
ENSMUSG00000083940,Gm11298,0,0,0,0,0
ENSMUSG00000083941,Gm12889,0,0,0,0,0
ENSMUSG00000083942,Scgb1b26-ps,0,0,0,0,0
ENSMUSG00000083943,Gm11483,4,9,0,8,0
ENSMUSG00000083944,Gm14733,0,0,0,0,0
ENSMUSG00000083945,Gm15242,0,0,0,0,4
ENSMUSG00000083946,Gm11359,0,0,0,0,0
ENSMUSG00000083947,Olfr122,0,0,0,0,0
ENSMUSG00000083948,Gm7158,0,0,0,0,0
ENSMUSG00000083949,Gm12897,0,0,0,0,0
ENSMUSG00000083950,Gm14466,0,0,0,0,0
ENSMUSG00000083951,Gm13786,19,3,18,0,8
ENSMUSG00000083953,Gm14049,19,7,12,8,8
ENSMUSG00000083954,Gm12179,0,0,0,0,0
ENSMUSG00000083955,Gm14785,4,0,0,0,0
ENSMUSG00000083956,Gm12361,0,0,0,0,0
ENSMUSG00000083957,Gm12742,0,0,3,0,0
ENSMUSG00000083958,Gm12601,0,0,0,0,0
ENSMUSG00000083960,Gm4918,0,0,0,0,0
ENSMUSG00000083961,Gm13725,0,3,0,0,0
ENSMUSG00000083962,Gm15707,0,0,0,0,0
ENSMUSG00000083963,Gm15203,0,0,0,0,0
ENSMUSG00000083964,Gm14122,15,7,9,8,8
ENSMUSG00000083966,Gm13482,0,0,0,0,0
ENSMUSG00000083967,Gm15115,0,0,0,0,0
ENSMUSG00000083969,Olfr1050-ps1,0,0,0,0,0
ENSMUSG00000083970,Gm15081,0,0,0,0,0
ENSMUSG00000083971,Gm5943,0,0,0,0,0
ENSMUSG00000083972,Gm14802,0,0,0,0,0
ENSMUSG00000083973,Gm13459,0,0,0,0,0
ENSMUSG00000083974,Gm16053,12,13,3,0,15
ENSMUSG00000083975,Gm14215,0,0,3,0,0
ENSMUSG00000083976,Gm13664,0,0,0,0,0
ENSMUSG00000083977,Mageb8-ps,0,0,0,0,0
ENSMUSG00000083978,Gm5060,0,0,0,0,0
ENSMUSG00000083979,Gm12527,0,0,0,0,0
ENSMUSG00000083981,Gm15363,0,0,0,0,0
ENSMUSG00000083982,Gm14650,0,3,0,0,0
ENSMUSG00000083983,Gm12375,0,0,0,0,0
ENSMUSG00000083985,Gm12468,4,7,0,0,0
ENSMUSG00000083986,Gm12213,4,0,3,0,0
ENSMUSG00000083987,Gm15311,0,0,0,0,0
ENSMUSG00000083988,Rps10-ps4,4,5,3,0,4
ENSMUSG00000083989,Gm12607,0,0,9,0,4
ENSMUSG00000083990,Gm12101,0,5,0,0,0
ENSMUSG00000083991,Gm11618,0,0,3,0,0
ENSMUSG00000083992,Gm11478,551,224,354,835,228
ENSMUSG00000083993,Gm14398,12,7,6,22,8
ENSMUSG00000083994,Gm16465,0,0,3,0,0
ENSMUSG00000083995,Gm12808,4,5,3,8,4
ENSMUSG00000083996,Gm11649,0,0,0,0,0
ENSMUSG00000083997,Gm12920,0,0,0,0,0
ENSMUSG00000083998,Prdx2-rs3,0,3,0,0,0
ENSMUSG00000083999,Gm7790,0,0,0,0,0
ENSMUSG00000084000,Gm14653,0,0,0,0,0
ENSMUSG00000084001,Gm15113,0,0,0,0,0
ENSMUSG00000084004,Gm12047,0,0,0,0,0
ENSMUSG00000084006,Gm14245,0,0,3,0,0
ENSMUSG00000084007,Gm9003,0,3,0,0,0
ENSMUSG00000084009,Rhox7-ps1,0,0,0,0,0
ENSMUSG00000084010,Gm13302,0,0,3,0,0
ENSMUSG00000084011,Gm12969,0,0,0,0,0
ENSMUSG00000084012,Gm11956,0,3,0,0,0
ENSMUSG00000084013,Gm14270,15,7,9,15,22
ENSMUSG00000084014,Gm7209,0,0,0,0,0
ENSMUSG00000084015,Gm14175,0,0,0,0,0
ENSMUSG00000084017,Rpl21-ps9,0,5,3,0,4
ENSMUSG00000084018,Gm11895,0,0,0,0,0
ENSMUSG00000084019,Gm8754,0,0,0,0,0
ENSMUSG00000084020,Wsb2-ps,0,3,3,0,8
ENSMUSG00000084021,Gm5832,0,0,0,0,0
ENSMUSG00000084022,Gm16459,0,0,0,0,0
ENSMUSG00000084024,Gm15937,4,13,6,22,11
ENSMUSG00000084025,Gm6276,4,5,0,0,11
ENSMUSG00000084026,Gm11259,0,0,0,0,0
ENSMUSG00000084027,Gm12376,0,0,0,0,0
ENSMUSG00000084028,Gm13983,0,0,0,8,0
ENSMUSG00000084029,Gm8855,0,0,0,0,0
ENSMUSG00000084030,Gm16423,0,0,0,0,0
ENSMUSG00000084031,Gm7416,0,0,0,0,0
ENSMUSG00000084032,Gm12991,0,0,0,0,0
ENSMUSG00000084033,Gm7645,4,0,6,0,4
ENSMUSG00000084034,Gm12617,0,0,0,0,4
ENSMUSG00000084038,Gm11295,0,0,3,0,4
ENSMUSG00000084039,Gm14551,0,0,0,0,0
ENSMUSG00000084041,Gm15312,0,0,0,0,0
ENSMUSG00000084043,Gm13732,0,0,0,0,0
ENSMUSG00000084044,Gm14647,0,0,0,0,0
ENSMUSG00000084045,Gm11997,0,0,0,0,0
ENSMUSG00000084046,Gm11833,0,0,0,0,0
ENSMUSG00000084047,Gm14984,15,5,15,0,4
ENSMUSG00000084048,Gm12042,12,9,9,0,11
ENSMUSG00000084050,Gm14439,27,13,9,73,32
ENSMUSG00000084052,Gm11745,8,9,12,0,8
ENSMUSG00000084053,Gm14904,0,0,0,0,0
ENSMUSG00000084054,Gm14945,0,0,0,0,0
ENSMUSG00000084055,Gm12004,0,0,0,0,0
ENSMUSG00000084056,Rhox3b-ps,0,0,0,0,0
ENSMUSG00000084057,Gm8916,0,0,0,0,0
ENSMUSG00000084058,Gm15263,0,0,0,0,0
ENSMUSG00000084059,Gm13046,0,0,0,0,0
ENSMUSG00000084060,Gm16412,0,0,0,0,0
ENSMUSG00000084061,Gm4996,0,0,0,0,0
ENSMUSG00000084063,Gm5934,0,0,0,0,0
ENSMUSG00000084064,Gm12079,0,3,0,0,0
ENSMUSG00000084065,Gm15159,0,0,0,8,0
ENSMUSG00000084066,Xlr4d-ps,0,0,0,0,0
ENSMUSG00000084067,Gm14269,0,5,3,22,8
ENSMUSG00000084068,Gm11573,0,0,0,0,0
ENSMUSG00000084069,Gm12306,49,7,21,0,0
ENSMUSG00000084070,Gm6591,0,0,0,0,0
ENSMUSG00000084071,Gm13378,4,7,3,0,0
ENSMUSG00000084072,Gm11285,4,3,3,8,0
ENSMUSG00000084073,Gm11910,0,5,0,0,0
ENSMUSG00000084074,Gm8310,0,0,0,0,0
ENSMUSG00000084076,Gm14600,0,0,0,0,0
ENSMUSG00000084077,Gm11952,4,0,3,8,0
ENSMUSG00000084078,Olfr349-ps1,0,0,0,0,0
ENSMUSG00000084079,Gm11631,0,0,0,8,0
ENSMUSG00000084080,Gm15227,0,0,0,0,0
ENSMUSG00000084081,Gm12057,0,0,0,8,0
ENSMUSG00000084082,Gm12872,0,0,0,0,0
ENSMUSG00000084083,Gm15782,0,0,0,0,0
ENSMUSG00000084085,Gm16140,27,21,15,22,29
ENSMUSG00000084086,Gm5761,0,0,0,0,0
ENSMUSG00000084087,Gm13650,34,35,24,37,47
ENSMUSG00000084088,Gm12941,15,23,9,0,4
ENSMUSG00000084089,Gm14099,0,0,0,0,0
ENSMUSG00000084090,Gm11245,0,0,0,0,0
ENSMUSG00000084092,Gm5843,0,0,0,0,0
ENSMUSG00000084093,Gm16418,8,15,9,37,15
ENSMUSG00000084094,Gm13961,8,3,0,22,8
ENSMUSG00000084095,Gm11834,0,0,0,0,0
ENSMUSG00000084096,Vmn1r-ps135,0,0,0,0,4
ENSMUSG00000084097,Gm14922,0,0,0,0,0
ENSMUSG00000084098,Gm13422,4,21,6,30,8
ENSMUSG00000084099,Gm12929,4,7,15,0,8
ENSMUSG00000084101,Gm17014,0,0,0,0,0
ENSMUSG00000084102,Sult2a-ps3,0,0,0,0,0
ENSMUSG00000084103,Gm14629,4,0,0,0,0
ENSMUSG00000084104,Gm13578,0,9,9,30,11
ENSMUSG00000084105,Gm13252,4,9,3,0,4
ENSMUSG00000084106,Gm6136,406,290,378,660,338
ENSMUSG00000084107,Gm13700,0,0,0,0,0
ENSMUSG00000084108,Gm15794,0,0,0,0,0
ENSMUSG00000084110,Gm4992,0,0,0,0,0
ENSMUSG00000084111,Gm15710,116,89,66,138,75
ENSMUSG00000084112,Gm15112,0,0,0,0,0
ENSMUSG00000084113,Gm14277,0,9,12,8,0
ENSMUSG00000084114,Gm8421,0,0,0,0,0
ENSMUSG00000084115,Gm13566,0,3,0,22,4
ENSMUSG00000084116,Gm12460,4,0,3,8,0
ENSMUSG00000084117,Olfr1063-ps1,0,0,0,0,0
ENSMUSG00000084118,Gm14989,0,0,0,0,0
ENSMUSG00000084119,Gm12351,0,0,0,0,0
ENSMUSG00000084120,Gm11624,0,0,0,0,0
ENSMUSG00000084123,Gm13106,0,0,0,0,0
ENSMUSG00000084124,Gm13588,0,0,0,8,0
ENSMUSG00000084125,Gm8757,0,0,0,0,0
ENSMUSG00000084126,Gm15844,8,0,3,0,4
ENSMUSG00000084127,Gm13169,0,7,3,8,8
ENSMUSG00000084128,Esrp2,257,1271,333,856,1318
ENSMUSG00000084129,Hmgb1-ps1,4,7,6,8,8
ENSMUSG00000084130,Gm11704,0,0,0,0,0
ENSMUSG00000084131,Rpl3-ps2,71,78,54,225,82
ENSMUSG00000084132,Gm15982,4,5,0,0,4
ENSMUSG00000084133,Gm12856,0,0,0,8,0
ENSMUSG00000084134,Gm13930,0,0,0,0,0
ENSMUSG00000084135,Pom121l12,0,0,0,0,0
ENSMUSG00000084136,Vmn1r207-ps,0,0,0,0,0
ENSMUSG00000084137,Gm9085,4,7,0,8,4
ENSMUSG00000084138,Gm14915,0,0,0,0,0
ENSMUSG00000084139,Gm12322,8,3,6,22,8
ENSMUSG00000084140,Gm14000,0,0,0,8,4
ENSMUSG00000084142,Gm9103,4,3,3,0,0
ENSMUSG00000084143,Gm13400,4,5,9,0,0
ENSMUSG00000084144,Gm12516,8,15,6,0,4
ENSMUSG00000084145,Gm12263,23,66,36,59,32
ENSMUSG00000084146,Gm12104,0,9,0,0,4
ENSMUSG00000084147,Gm15075,0,0,0,0,0
ENSMUSG00000084148,Gm12380,0,7,0,0,0
ENSMUSG00000084149,Gm12944,60,23,15,22,15
ENSMUSG00000084150,Gm14395,0,0,0,0,0
ENSMUSG00000084151,Gm11577,0,0,0,0,0
ENSMUSG00000084152,Gm11617,0,0,0,0,0
ENSMUSG00000084153,Gm12186,0,0,0,8,0
ENSMUSG00000084154,Gm15644,4,3,6,0,8
ENSMUSG00000084155,Gm7113,0,0,0,0,0
ENSMUSG00000084157,Gm15576,0,0,3,0,0
ENSMUSG00000084158,Gm14652,0,0,0,0,0
ENSMUSG00000084159,Gm12696,268,312,333,327,540
ENSMUSG00000084160,Gm13345,0,0,0,0,0
ENSMUSG00000084161,Gm15061,0,0,0,0,0
ENSMUSG00000084162,Gm11251,0,3,0,0,0
ENSMUSG00000084163,Gm11901,0,0,0,0,0
ENSMUSG00000084164,Gm13902,0,0,0,0,0
ENSMUSG00000084166,Gm6451,90,44,87,80,89
ENSMUSG00000084167,Gm13924,0,0,0,0,0
ENSMUSG00000084168,Atp5l2-ps,30,23,39,66,29
ENSMUSG00000084169,Gm12240,0,0,3,0,0
ENSMUSG00000084170,Gm11954,0,0,0,0,0
ENSMUSG00000084171,Gm13457,0,0,0,0,0
ENSMUSG00000084172,Gm16420,0,0,0,0,0
ENSMUSG00000084173,Gm5287,0,0,0,0,0
ENSMUSG00000084174,Sycn,0,0,0,0,0
ENSMUSG00000084175,Gm11372,0,0,0,0,0
ENSMUSG00000084177,Gm13508,4,7,0,8,4
ENSMUSG00000084178,Gm11759,4,0,0,0,0
ENSMUSG00000084179,Gm11890,0,0,0,0,0
ENSMUSG00000084180,Gm15237,8,0,0,0,0
ENSMUSG00000084181,Gm11858,0,0,0,0,0
ENSMUSG00000084182,Taar7c-ps,0,0,0,0,0
ENSMUSG00000084183,Gm12009,4,5,12,22,4
ENSMUSG00000084184,Gm13474,0,0,0,8,0
ENSMUSG00000084185,Rplp1-ps1,0,0,0,0,0
ENSMUSG00000084186,Rpl36-ps10,0,0,0,0,0
ENSMUSG00000084188,Gm12851,0,0,0,0,0
ENSMUSG00000084189,Gm8089,0,0,0,0,0
ENSMUSG00000084190,Gm11869,0,5,0,0,0
ENSMUSG00000084191,Gm15167,0,0,0,0,0
ENSMUSG00000084192,Gm13282,4,13,0,0,4
ENSMUSG00000084193,Gm6823,0,7,0,8,0
ENSMUSG00000084195,Gm15372,0,0,0,0,0
ENSMUSG00000084196,Gm12874,0,0,0,0,0
ENSMUSG00000084197,Gm9089,0,0,0,0,0
ENSMUSG00000084198,Gm13711,4,3,0,8,0
ENSMUSG00000084199,Gm12422,4,0,0,0,0
ENSMUSG00000084200,Gm11584,0,0,0,0,0
ENSMUSG00000084201,Gm11926,0,3,3,0,8
ENSMUSG00000084202,Gm5398,0,0,0,0,0
ENSMUSG00000084203,Gm15593,0,3,0,0,0
ENSMUSG00000084204,Gm6584,0,0,0,0,0
ENSMUSG00000084205,Gm8061,0,0,0,0,0
ENSMUSG00000084206,Gm12062,0,0,0,0,0
ENSMUSG00000084207,Gm14070,0,0,0,8,0
ENSMUSG00000084208,Gm12792,0,0,0,0,0
ENSMUSG00000084209,Gm13811,0,0,0,0,0
ENSMUSG00000084210,Gm15168,0,0,0,0,0
ENSMUSG00000084211,Gm11949,4,3,3,8,0
ENSMUSG00000084212,Gm12225,0,0,0,0,0
ENSMUSG00000084213,Hspe1-ps5,23,7,15,0,15
ENSMUSG00000084214,Gm14825,0,0,0,0,0
ENSMUSG00000084215,Gm11814,4,0,0,8,0
ENSMUSG00000084216,Gm7973,0,0,0,0,0
ENSMUSG00000084217,Gm15488,30,13,9,0,8
ENSMUSG00000084218,Gm8145,60,0,48,8,4
ENSMUSG00000084219,Gm14876,0,0,0,0,0
ENSMUSG00000084220,Gm12387,0,0,0,8,0
ENSMUSG00000084221,Hmgb1-ps4,12,0,0,0,8
ENSMUSG00000084222,Gm13973,0,0,0,0,0
ENSMUSG00000084223,Gm12244,0,0,0,0,0
ENSMUSG00000084224,Gm12337,0,0,3,0,0
ENSMUSG00000084226,Gm13426,0,0,0,0,0
ENSMUSG00000084228,Gm8080,0,0,0,0,0
ENSMUSG00000084230,Gm14388,4,5,3,22,11
ENSMUSG00000084231,Gm11975,30,27,24,15,22
ENSMUSG00000084234,4933405O20Rik,0,0,0,0,0
ENSMUSG00000084235,Gm15421,82,87,84,146,57
ENSMUSG00000084236,Olfr637-ps1,0,0,0,0,0
ENSMUSG00000084237,Gm11781,0,0,0,0,0
ENSMUSG00000084238,Gm13076,0,5,3,0,0
ENSMUSG00000084239,Gm14463,0,0,0,0,0
ENSMUSG00000084240,Gm15383,12,0,3,0,0
ENSMUSG00000084241,Gm13416,0,3,0,8,0
ENSMUSG00000084243,Gm13784,0,5,3,0,0
ENSMUSG00000084244,Gm14020,0,0,0,0,0
ENSMUSG00000084245,Gm14994,0,0,0,0,0
ENSMUSG00000084246,Gm15162,0,0,0,0,0
ENSMUSG00000084247,Gm14566,0,0,0,0,0
ENSMUSG00000084248,Gm11409,0,0,0,0,0
ENSMUSG00000084249,Gm12267,4,9,0,8,8
ENSMUSG00000084250,Gm13550,0,7,0,0,0
ENSMUSG00000084251,Gm12310,0,3,0,0,0
ENSMUSG00000084252,Gm12036,12,17,9,8,15
ENSMUSG00000084253,Gm11256,0,0,0,0,0
ENSMUSG00000084254,Defa-ps11,0,0,0,0,0
ENSMUSG00000084256,Gm14976,0,0,0,0,0
ENSMUSG00000084257,Gm11597,12,3,3,37,8
ENSMUSG00000084259,Gm12040,0,3,3,0,0
ENSMUSG00000084260,Gm12844,4,23,15,30,18
ENSMUSG00000084261,Rpl36a-ps4,23,15,18,0,15
ENSMUSG00000084262,Olfr588-ps1,0,0,0,0,0
ENSMUSG00000084264,Gm14142,4,3,3,0,0
ENSMUSG00000084265,Gm14541,67,74,66,175,43
ENSMUSG00000084267,Gm12417,0,0,0,0,0
ENSMUSG00000084269,Gm14784,0,0,0,0,0
ENSMUSG00000084270,Gm15177,0,0,0,0,0
ENSMUSG00000084271,Gm14846,4,3,0,0,0
ENSMUSG00000084272,Gm13224,0,0,0,0,0
ENSMUSG00000084273,Gm12628,4,0,3,8,0
ENSMUSG00000084274,Gm12504,134,113,60,51,75
ENSMUSG00000084275,Gm5396,0,0,0,0,0
ENSMUSG00000084276,Gm8317,12,3,3,15,0
ENSMUSG00000084277,Gm11702,8,7,12,8,11
ENSMUSG00000084278,Gm12189,0,0,0,0,0
ENSMUSG00000084279,Gm13232,0,0,0,0,0
ENSMUSG00000084280,Gm11972,19,11,12,37,8
ENSMUSG00000084281,Gm14770,0,0,0,0,0
ENSMUSG00000084282,Gm15054,0,0,0,0,0
ENSMUSG00000084283,Gm14914,0,0,0,0,0
ENSMUSG00000084284,Tpt1-ps6,97,44,51,204,40
ENSMUSG00000084285,Gm13451,0,0,0,0,0
ENSMUSG00000084286,Cyp2j15-ps,0,0,0,0,0
ENSMUSG00000084287,Gm14576,0,0,0,0,0
ENSMUSG00000084288,Gm5228,0,3,0,0,0
ENSMUSG00000084289,Gm6977,30,21,12,37,4
ENSMUSG00000084291,Gm6654,105,62,48,138,75
ENSMUSG00000084292,Gm13535,23,23,6,15,11
ENSMUSG00000084293,Gm12143,0,0,0,0,0
ENSMUSG00000084294,Gm13533,0,0,0,0,0
ENSMUSG00000084295,Olfr1235-ps1,0,0,0,0,0
ENSMUSG00000084296,Scgb2b25-ps,0,0,0,0,0
ENSMUSG00000084297,Gm13755,0,0,0,0,0
ENSMUSG00000084298,Gm14331,0,0,0,0,0
ENSMUSG00000084299,Gm6630,0,0,0,0,0
ENSMUSG00000084300,Gm6954,0,0,0,0,0
ENSMUSG00000084301,Gm7856,0,3,0,0,0
ENSMUSG00000084302,Gm12194,0,3,0,0,0
ENSMUSG00000084303,Gm8216,0,0,0,0,0
ENSMUSG00000084304,Gm6142,8,9,12,0,4
ENSMUSG00000084305,Gm14645,0,0,0,0,0
ENSMUSG00000084306,Gm11743,4,7,9,0,4
ENSMUSG00000084307,Gm12151,0,0,0,0,0
ENSMUSG00000084308,Gm14593,0,0,0,0,0
ENSMUSG00000084309,Mup-ps20,0,0,0,0,0
ENSMUSG00000084310,Gm11950,4,0,6,8,8
ENSMUSG00000084311,Gm11257,0,0,0,0,0
ENSMUSG00000084312,Gm13122,0,0,0,0,0
ENSMUSG00000084313,Gm13809,0,0,0,0,0
ENSMUSG00000084314,Rps15a-ps3,101,60,75,291,103
ENSMUSG00000084315,Vmn1r-ps128,0,0,0,0,0
ENSMUSG00000084316,Gm8668,4,9,0,0,15
ENSMUSG00000084318,Gm11987,0,0,0,0,0
ENSMUSG00000084319,Tpt1-ps3,3416,1572,2431,4359,1549
ENSMUSG00000084320,Gm14125,4,5,0,0,4
ENSMUSG00000084323,Gm14438,4,7,0,8,0
ENSMUSG00000084324,Gm6500,0,0,0,0,0
ENSMUSG00000084325,Gm15550,15,27,15,22,18
ENSMUSG00000084326,Gm12820,0,0,0,0,0
ENSMUSG00000084327,Gm14531,0,0,0,0,0
ENSMUSG00000084328,Gm14046,8,3,6,30,4
ENSMUSG00000084329,Gm6733,45,66,36,66,68
ENSMUSG00000084330,Gm15019,0,5,0,0,0
ENSMUSG00000084331,Gm8163,0,0,0,0,4
ENSMUSG00000084332,Gm8840,0,3,0,0,0
ENSMUSG00000084333,Gm11599,4,5,6,0,4
ENSMUSG00000084334,Gm13494,0,0,0,0,0
ENSMUSG00000084335,Gm12619,0,0,0,0,0
ENSMUSG00000084336,Olfr1267-ps1,0,0,0,0,0
ENSMUSG00000084337,Gm14986,0,0,0,0,0
ENSMUSG00000084338,Gm13531,0,0,0,0,0
ENSMUSG00000084339,Gm6141,0,0,0,0,0
ENSMUSG00000084340,Gm14766,0,3,0,0,4
ENSMUSG00000084341,Gm3928,0,0,0,0,0
ENSMUSG00000084342,Gm11224,4,5,9,8,11
ENSMUSG00000084343,Gm16198,0,7,0,8,0
ENSMUSG00000084344,Gm15305,0,0,0,0,0
ENSMUSG00000084345,Rpl17-ps4,27,19,24,51,22
ENSMUSG00000084346,Cyp4a30b,0,0,0,0,0
ENSMUSG00000084347,Akt2-ps,0,9,27,22,0
ENSMUSG00000084348,Gm14608,0,3,0,0,4
ENSMUSG00000084349,Rpl3-ps1,2019,1459,1308,2060,1613
ENSMUSG00000084350,Znf41-ps,8,33,21,66,25
ENSMUSG00000084351,Gm13085,0,0,0,0,0
ENSMUSG00000084352,Gm12370,0,0,0,0,0
ENSMUSG00000084353,Gm15452,4,7,0,8,0
ENSMUSG00000084355,Gm14792,0,0,0,0,0
ENSMUSG00000084356,Olfr590-ps1,0,0,0,0,0
ENSMUSG00000084357,Gm11268,0,0,0,0,0
ENSMUSG00000084358,Gm11352,0,0,0,0,0
ENSMUSG00000084359,Gm13692,0,0,0,0,0
ENSMUSG00000084360,Gm11797,0,0,0,0,0
ENSMUSG00000084361,Gm8202,0,0,0,0,0
ENSMUSG00000084362,2610024D14Rik,134,29,60,22,29
ENSMUSG00000084363,Gm2288,0,0,0,0,0
ENSMUSG00000084366,Gm15313,0,0,0,0,0
ENSMUSG00000084367,Gm15142,0,0,0,0,0
ENSMUSG00000084368,Gm11572,8,3,0,8,4
ENSMUSG00000084369,Gm14626,0,0,0,0,0
ENSMUSG00000084370,Gm15442,0,3,0,0,0
ENSMUSG00000084371,Gm14113,4,0,0,0,0
ENSMUSG00000084372,Gm13988,0,0,0,0,0
ENSMUSG00000084373,Rps2-ps4,0,0,0,8,4
ENSMUSG00000084374,Gm13255,0,0,0,0,0
ENSMUSG00000084375,Gm11637,0,0,0,0,0
ENSMUSG00000084376,Gm14855,0,0,0,0,0
ENSMUSG00000084377,Gm15302,4,0,0,8,0
